job_info,job_url,download_timeout,depth,job_attr,date,download_latency,job_place,job_name,download_slot
"发信人: mylife216 (职场薪火), 信区: Intern
标  题: 【实习】【百度视频】招募PHP、数据挖掘、数据运营和商业产品实
发信站: 水木社区 (Thu Dec 22 15:18:34 2016), 站内

1、    PHP开发实习生
【职位描述】
-百度视频PC端及无线端产品服务端研发工作；
-页面、后台、接口、数据，各项工作都可以接触到，只要你能。
【职位要求】
-计算机相关专业，学历不限；
-了解Linux开发环境和shell脚本；
-熟悉PHP/C/PYTHON任一语言，对LAMP/LNMP开发有一定的了解；
-熟悉MySQL数据库设计，有分布式数据库使用经验；
-踏实肯干，工作积极主动，善于沟通，有较强的团队精神；
-大三、研二同学优先，有github者优先，有技术博客者优先；
每周5天，实习6个月以上。实习待遇：220-270/天，免费班车，水果

2、数据挖掘实习生
【职位描述】
-负责数据抓取、处理、存储开发工作
-负责用户行为数据的挖掘分析工作
【职位要求】
-2018年毕业
-本科及以上学历
-精通C  /Java/Python/PHP，具有扎实的面向对象开发经验
-有高并发、高实时网站架构设计经验
-具有结构化信息抽取经验
每周5天，实习6个月以上。实习待遇：220-250/天，免费班车，水果

3、数据运营实习生
【职位描述】
-百度视频运营数据日常支持；
-商业产品数据分析及资源管理；
-无线端资源位监控及排期管理。
【职位要求】
-重点大学本科或者研究生在读，2018年毕业
-对互联网公司有一定了解，熟练操作Excel，掌握基本的数据分析方法；
-踏实细心，责任心强，思维清晰，热爱数据运营工作；
每周5天，实习6个月以上。实习待遇：170-200/天，免费班车，水果

4、数据运营实习生
【职位描述】
-百度视频手游业务运营数据日常支持；
【职位要求】
-重点大学硕士在读，数学、统计学等相关专业，2018年毕业优先，有转正机会；
-对数据敏感，熟练操作数据软件，掌握基本的数据分析方法，有数据建模基础为佳；
-踏实细心，责任心强，思维清晰，热爱数据运营工作；     
每周5天，实习6个月以上最佳.实习待遇：170-200/天，免费班车，水果

5、商业产品实习生
【职位描述】
    -协助整合公司商业产品资源，支持广告上下线，确保商业广告执行
    -分析推广数据，优化广告投放效果，协助制定投放策略
    -优化广告投放系统，能针对广告投放系统提出改善需求
【职位要求】
    -重点大学本科或者研究生在读，2018年毕业优先，有转正机会
-对互联网商业产品有一定认知，对视频行业有一定了解的优先考虑
    -具有良好的沟通能力、推动能力、协调能力，拥有强烈的责任心和团队合作精神 
每周5天，实习6个月以上。实习待遇：220-250/天，免费班车，水果


简历投递邮箱：jiangting@itv.baidu.com

",http://www.yingjiesheng.com/job-002-446-685.html,180.0,1,兼职实习,2016-12-22,0.03494405746459961,北京 ,[北京]百度视频,www.yingjiesheng.com
"发信人: happyup (妩), 信区: Job_IT
标  题: [北京 搜狗] 网页搜索-数据挖掘研究员
发信站: 日月光华 (2016年12月19日11:47:05 星期一)
薪资 20k-35k/mon 15个月薪资
若有兴趣，请将简历发至：jianli_cv@163.com
地点: 北京市海淀区中关村东路1号院搜狐网络大厦
【特别提示】搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递。 
职位概述
网页搜索项目，承载着PC及WAP的网页搜索，直接服务数亿中国网民。
在这里有深厚的技术积淀，有浓郁的技术氛围，可以学到很多核心的技术。
在这里，我们还可以一起探索社交搜索和知识图谱，让搜索变得更有趣与更智慧。
同时，我们也拥有很多创新的机会，为用户提供更好更有趣的搜索体验。
【特别提示】：搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递
岗位职责
1. 负责搜狗搜索引擎数据挖掘核心技术研究和开发
2. 海量数据分析与挖掘，发现站点、页面、用户行为中有价值的规律
3. 通过设计、优化算法策略，支撑机器智能，提升用户搜索体验
-主要研究方向：
1） 在爬虫系统、链接分析、页面分析方面挖掘网页及站点的基础特征
2） 研究站点质量和页面价值的分析与预测方法
3） 利用搜索大数据进行更多富有挑战性的挖掘工作
任职条件
1. 计算机或相关专业硕士研究生以上学历。
2. 精通C  或Java编程语言，熟悉Linux平台、Python/Shell编程。
3. 对数据结构和算法设计有较为深刻的理解。
4. 熟悉机器学习的常用算法及优缺点，熟练使用大数据挖掘工具。
5. 优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的学习能力。
6. 良好的团队合作精神，较强的沟通能力。
7. 有大数据、机器学习、Web信息检索相关项目核心技术人员或技术负责人经历。
薪资 20k-35k/mon 15个月薪资
若有兴趣，请将简历发至：jianli_cv@163.com
--
&gt;1b[m&gt;1b[1;34m应届生求职网:·日月光华 bbs.fudan.edu.cn·HTTP [FROM: 116.231.59.*]&gt;1b[m",http://www.yingjiesheng.com/job-002-444-694.html,180.0,1,全职,2016-12-20,0.021888017654418945,北京 ,[北京]北京搜狗,www.yingjiesheng.com
"
                            
                                有半岛（北京）信息科技有限公司
                            


有效期：2017-02-25 发布日期：2016-11-25浏览次数：38
  
                     

                                    单位基本信息
                                  
                              

    单位名称：有半岛（北京）信息科技有限公司
    单位所在地：北京市海淀区
    单位地址：北京市海淀区知春路与西土城地铁旁边
    单位网址：http://www.agilanews.today/
 -->
单位联系信息
 -->
    联系电话：15801392460
    联系人：思尧
    电子邮箱：wangsiyao@agilanews.com

                            
                                
                                    单位简介
                                    有半岛（北京）信息科技有限公司，专注于海外市场聚合媒体的国际化互联网公司。成立于2015年底，创始人有连续两次成功创业经历，对海外市场有透彻的理解和深入的洞察力。国内核心团队来自于百度资深产品经理、架构师、工程师。其他主力成员也分别是来自于美团、豆瓣的早期员工。海外团队由当地Top的媒体及市场营销从业者组成。
公司愿景：全球领先的智能信息服务平台。

Agila News Introduction
Agila News是菲律宾排名第一的新闻手机应用，是菲律宾唯一一个可随时随地查看所有新闻讯息的app。
Aglia News网罗了海量的来自世界各地的媒体资源，为用户选择性的提供用户感兴趣的新闻，同时我们通过先进的大数据处理技术，为用户实时推荐最有用有趣的视频、图片、文章，让用户更加快捷的阅读到自己想要的任何内容，还可以让你更加方便的把新闻分享到你的社交网络平台。

Name: Agila？
Keywords: Agila, News, Philippine News, Pinoy News
Description:
Agila News is the first and only app in the Philippines that provides all the news you need anytime and anywhere!
Agila News integrates news from hundreds of credible media sources all over the world. And, it will present to you the most relevant and personalized news first, by our big data recommendation technology. The news you want is the real headline. So you don't waste your time looking for sensible news online anymore - we do it for you!
It allows you to comment and share news to your social network easily!
？
Para ito sa mga Pinoy, nasa Pilipinas ka man o abroad!
Be informed, here and now!
？
Features:
Intelligent Customization: Agila News studies your browsing habits and preferences - and uses that information to pick the most relevant and interesting news for you from millions of daily news. Your app will always be updated and different because it's made to suit you! The more you use Agila News, the better it will get to know you and serve you!
News Integration: Agila News integrates news from hundreds of credible, reliable and reputable media sources all over the world. Agila News makes sure you get all the information you require from nothing but the best!
Low Data Usage: With its text-only capability，you get the same news not only faster but for less traffic and data consumption!
Up-to-Date Realtime: AgilaNews gives you news and updates 24x7 with zero delays! Our app delivers the latest information to you faster.
Sharing: Use the share button to keep your friends in the loop! It also helps them get to know how Agila News keeps you informed and upd
                                

                            
                            

  在招职位
                
        
    

  
    
    
      
      
        
        
          
          
            职位名称：数据挖掘

      招聘人数： -->

职位要求：我们需要你负责：新闻、图像、视频数据的抓取、抽取，去重、分类，垃圾过滤，质量识别等工作。 我们需要这样的你：1、具备基本的编码能力；2、工作认真细致踏实，有较强的学习能力；3、熟悉linux开发环境，熟悉C  和python语言的优先； 4、有爬虫，信息抽取，文本分类相关经验者优先； 5、良好的团队合作精神，较强的沟通能力和学习能力。




          
        
        
      
      
    
  


  
    
    
      
      
        
        
          
          
            职位名称：PHP实习

      招聘人数： -->

职位要求：欢迎大四、研一、研二的同学们来实习，和我们一起coding，待遇从优。简历接收邮箱：wangsiyao@agilanews.comQQ:624440116我们需要你负责公司服务器后端研发工作。我们需要这样的你：1、熟练使用 PHP/Python中的一种。2、熟悉MySQL及相关操作 。3、对数据结构和算法设计有一定的理解 。4、熟悉JavaScript、Ajax、Jquery等Web开发技术者优先。5、熟悉Nginx优先。6、良好的团队合作精神，较强的沟通能力和学习能力。待遇：日薪 午晚餐



          
        
        
      
      
    
  




                
        登录后可见 -->
                        ",http://www.yingjiesheng.com/job-002-445-750.html,180.0,1,全职,2016-12-21,0.02740788459777832,北京 ,[北京]有半岛（北京）信息科技有限公司,www.yingjiesheng.com
"公司官网:http://www.toomee.cn

福利:五险一金 交通补贴 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 高提成 周末双休 带薪年假

职能类别:大学/大专应届毕业生

职能类别:实习生

【我们需要你】
1、负责新浪粉丝通、扶翼、腾讯智汇推、广点通、UC浏览器、今日头条等广告产品投放，帮企业制定投放计划；
2、负责广告策划、实施网络推广营销方案；
3、定期统计、分析数据及评估网络推广效果；
4、挖掘客户需求感受，提升广告运营效果，为运营改进提供建设性意见。
【我们能给你什么】
1、无责任底薪+高提成+奖金+五险一金+年度体检；
2、年终奖：全年中连续3个月绩效拿到S等级，年终奖金4个月月工资；
4、工作时间：早9点15分至晚18点15分；周末双休；法定节假日统一放假；
5、活动：运动会、拓展训练、团建、团队旅游等；
6、培训：对每位在职员工进行入职培训，定期开展相关岗位培训；
7、晋升：公司采用内部晋升方式，每年四月十月调职调薪。
【你需要具备】
1.源源不断地工作激情和取之不竭的求胜欲望
2.充满正能量且良好的心态，不轻易言败
3.会笑 （但必须是发自内心）
4.会说：你好、谢谢，我可以（爱说这顿我请的优先）
5.有哥们，有闺蜜，懂得感恩，懂得尊重，懂得与人相处之道
【你的担心】
1、没相关经验→这里有名师指点，刚入职就有在岗培训让你快速融入公司，下海有经理亲手把航。别人能学到挣到，你为什么做不到？
2、压力会不会很大→一线城市压力本来就大于其他二三线城市，你能承受多大压力就能获得多少财富。如果你希望找个没什么压力轻松不挣钱的工作，建议你到二三线城市发展！
3、担心适应不了团队→这里大部分都是90后，高管层也是80后创业家，我们知道年轻人需要什么，这里工作氛围团结、勇于拼搏，这里都是激情有上进心的人。如果你也是，恭喜你遇到我们！ ",http://www.yingjiesheng.com/job-002-445-647.html,180.0,1,全职,2016-12-21,0.8818469047546387,北京 ,[北京]北京拓美文化传媒股份有限公司,www.yingjiesheng.com
"[原帖] 发信人: DIRGE(挽歌), ▎ Ying jie sheng .com▎
标  题: 【全职】腾讯上海QQ看点数据挖掘工程师(转载)
发信站: 饮水思源 (2016年12月15日23:57:26 星期四)

【 以下文字转载自 ITCareer 讨论区 】
【 原文由 DIRGE 于 2016年12月15日23:56:29 星期四 发表 】
【 原文链接 】


  1 工作职责：
   负责QQ公众号、QQ看点的文本分类、用户画像、个性化推荐等工作；
   基于大规模内容数据、用户阅读行为数据、关系链数据，对用户阅读兴趣、偏好进行数
据挖掘和分析,完善内容分类体系
   利用机器学习、数据分析相关技术，支持QQ公众号、QQ看点产品的精细化运营；
   
  2 工作要求：
   自然语言处理、模式识别或数据挖掘、机器学习相关专业硕士及以上学历
   扎实的数据结构及算法功底，优秀的工程实现能力；
   熟悉 Linux 开发环境，精通 C/C  、Java、Matlab、Python等至少两门语言；
   熟悉数据挖掘、机器学习、自然语言处理等相关技术，并具备相应工作经验;
   参与过搜索引擎、广告、个性化推荐等线上系统者优先；
   有海量数据处理和并行计算开发经验者优先，如 Hadoop、Storm、Spark等；
   具有优秀的分析和解决问题的能力，良好的业务理解力和洞察力，能够从海量数据中发
现有价值的问题或规律，喜欢技术攻关，对挑战性问题充满激情; 
   具有良好的学习能力、沟通能力、团队合作意识

   email:tommytian@tencent.com

--
~.~






※ 来源:·饮水思源 bbs.sjtu.edu.cn·[FROM: 14.17.22.36]

--
※ 转载:·饮水思源 bbs.sjtu.edu.cn·[FROM: 14.17.22.36]
",http://www.yingjiesheng.com/job-002-441-957.html,180.0,1,全职,2016-12-16,0.013983011245727539,上海 ,[上海]腾讯上海,www.yingjiesheng.com
"[原帖] 发信人: kongyuhappy(空雨), 信区: JobInfo
标  题: [北京 搜狗] 网页搜索-数据挖掘研究员
发信站: 饮水思源 (2016年12月15日15:18:19 星期四)

薪资 20k-35k/mon 15个月薪资
若有兴趣，请将简历发至：jianli_cv@163.com
地点: 北京市海淀区中关村东路1号院搜狐网络大厦

职位概述
网页搜索项目，承载着PC及WAP的网页搜索，直接服务数亿中国网民。
在这里有深厚的技术积淀，有浓郁的技术氛围，可以学到很多核心的技术。
在这里，我们还可以一起探索社交搜索和知识图谱，让搜索变得更有趣与更智慧。
同时，我们也拥有很多创新的机会，为用户提供更好更有趣的搜索体验。

【特别提示】：搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递
岗位职责
1. 负责搜狗搜索引擎数据挖掘核心技术研究和开发
2. 海量数据分析与挖掘，发现站点、页面、用户行为中有价值的规律
3. 通过设计、优化算法策略，支撑机器智能，提升用户搜索体验

-主要研究方向：
1） 在爬虫系统、链接分析、页面分析方面挖掘网页及站点的基础特征
2） 研究站点质量和页面价值的分析与预测方法
3） 利用搜索大数据进行更多富有挑战性的挖掘工作

任职条件
1. 计算机或相关专业硕士研究生以上学历。
2. 精通C  或Java编程语言，熟悉Linux平台、Python/Shell编程。
3. 对数据结构和算法设计有较为深刻的理解。
4. 熟悉机器学习的常用算法及优缺点，熟练使用大数据挖掘工具。
5. 优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的学习能力。
6. 良好的团队合作精神，较强的沟通能力。
7. 有大数据、机器学习、Web信息检索相关项目核心技术人员或技术负责人经历。

薪资 20k-35k/mon 15个月薪资
若有兴趣，请将简历发至：jianli_cv@163.com

--

将应届生求职告诉我的朋友-YING JIE SHENG.COM-:·饮水思源 bbs.sjtu.edu.cn·[FROM: 180.173.83.193]
",http://www.yingjiesheng.com/job-002-441-097.html,180.0,1,全职,2016-12-15,0.021830081939697266,北京 ,[北京]搜狗,www.yingjiesheng.com
"[原帖] 发信人: kongyuhappy(空雨), ②bbs.yingjiesheng.com②
标  题: [北京 搜狗] 数据挖掘研究员
发信站: 饮水思源 (2016年12月15日15:03:32 星期四)

[北京 搜狗] 数据挖掘研究员
薪资 20k-35k/mon 15个月薪资
若有兴趣，请将简历发至：jianli_cv@163.com
地点: 北京市海淀区中关村东路1号院搜狐网络大厦

职位概述
岗位职责
【项目介绍】
 
搜狗新问问是一款极富想象力的产品，借力腾讯亿万用户，建立基于兴趣的社交问答系统
。在移动时代打造新形态的搜索，向旧秩序发起挑战。邀请有创意的产品经理，靠谱的前
端、ios、android等跨平台客户端，java、c  后台开发，NLP和大数据分析专家加入。
 
【职位诱惑】大牛领队，自由氛围，扁平管理，激情高效的团队，有挑战的事儿
 
【岗位职责】
1、社区产品的用户兴趣建模
2、对海量数据进行挖掘，获取及应用有价值的信息
3、个性化推荐
任职条件
1. 计算机或相关专业本科以上学历。 
2. 精通C  编程语言，熟悉Python/Shell/R脚本语言者优先。
3. 对数据结构和算法设计有较为深刻的理解。
4. 熟悉机器学习的基本算法，熟悉Hadoop分布式计算和Web信息检索者优先。
5. 优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的学习能力。
6. 良好的团队合作精神，较强的沟通能力。
7. 有大数据、机器学习、Web信息检索相关项目经验者优先。
部门概述
搜狗公司是中国互联网领先的搜索，客户端和移动产品及服务提供商。截至2013年9月底，
搜狗公司总用户数达4.5亿，在用户规模上，搜狗已成为中国第三大互联网公司。
搜狗是一家用创新保持增长的技术性公司，同时具备""搜索""和""客户端""的全技术能力。搜
狗公司非常重视技术型人才，目前，搜狗正式员工人数超过2,100人，其中技术员工比例超
过82%，为行业最高。而且研究生及博士以上学历所占比例也达到了41.9%；截至目前，搜
狗持有的技术专利居行业第三。
搜狗一直以""让网民表达和获取信息更简单""为使命，在拥有深厚技术底蕴的同时，不断追
求产品创新，已成为快速发展的中国互联网领先企业。

若有兴趣，请将简历发至：jianli_cv@163.com


--

※ 来源:·饮水思源 bbs.sjtu.edu.cn·[FROM: 180.173.83.193]
",http://www.yingjiesheng.com/job-002-441-070.html,180.0,1,全职,2016-12-15,0.013356924057006836,北京 ,[北京]北京搜狗,www.yingjiesheng.com
"发信人: kitty2012 (kitty), 信区: Intern
标  题: 【奇虎360-北京】【数据挖掘实习生】
发信站: 水木社区 (Fri Dec  9 12:08:05 2016), 站内

【奇虎360-北京】【数据挖掘实习生】

360搜索招【数据挖掘/机器学习/自然语言处理】实习生啦！

职位描述：
配合产品经理、技术导师完成互联网优质数据的挖掘和整合工作，并以合适的结构化数据形式提供给搜索、推荐等服务使用。

职位要求：
1、了解网页结构、HTML
2、熟悉常用算法、数据结构，编码能力、学习能力强者优先
3、有网页结构化数据抽取经验者优先

实习天数：3-4天/周
实习时间：三个月
薪资：300RMB/天
地址：朝阳酒仙桥360大厦

邮箱：i-lijunxia@360.cn      QQ:1549156434      简历请备注【姓名-应聘职位-实习时间】

班车、三餐、健身房、下午茶、Nice Leader &amp; Team，小伙伴们快把简历砸过来啦！

",http://www.yingjiesheng.com/job-002-437-010.html,180.0,1,兼职实习,2016-12-09,0.7767119407653809,北京 ,[北京]奇虎360招聘数据挖掘实习生,www.yingjiesheng.com
"发信人: MD514 (MD514), 信区: Intern
标  题: 【好未来教育集团】数据挖掘实习生
发信站: 水木社区 (Fri Dec  9 11:29:47 2016), 站内

  好未来教育集团（学而思)正在进行的“幼狮计划”旨在培养一批优秀的技术人才。年轻的团队、大牛级的leader、优质的办公环境以及各种福利。通过笔试直接入职，我们期待你的加入。

数据挖掘实习生

 
【岗位职责】 
1，收集和处理海量原始数据 
2，提供数据业务需求的解决方案 
3，挖掘数据的价值并提供商业决策 使用开发经验

【任职要求】 
1，对数字或数据有强烈的热情，有较强的逻辑思维和分析问题解决问题的能力 
2，有较好的沟通能力和团队精神，责任心强，学习能力强并能主动思考 
3，有较好的编程基础，熟悉计算机常用的数据结构和算法
4.熟悉基本的分析工具和开发语言（如PYTHON, R，SAS语言等等），有开源框架

感兴趣的同学请将个人简历发送至：niuren@100tal.com
",http://www.yingjiesheng.com/job-002-436-965.html,180.0,1,兼职实习,2016-12-09,0.024183034896850586,北京 ,[北京]好未来教育集团招聘数据挖掘实习生,www.yingjiesheng.com
"发信人: Z98765432112 (Z98765432112), 信区: Intern
标  题: 平安科技招聘数据挖掘工程师（实习生）
发信站: 水木社区 (Wed Dec  7 09:32:08 2016), 站内

岗位职责：

1、构建互联网医疗健康/互联网金融项目的机器学习系统，包括模型设计和实施。

2、参与数据挖掘体系和平台建设，为数据方案的实施提供便捷的工具和系统支持。

3、使用机器学习、数据分析相关技术，分析业务趋势和商机，推动公司业务发展。

4、负责机器学习在业务系统平台应用的搭建和迭代；

任职要求：

1、信息类专业，985高校或海外背景优先，熟悉Python/R等语言，了解Hadoop/Spark平台上的机器学习算法应用。

2、对机器学习（数据挖掘）算法有比较全面的认识和理解，熟悉并熟练应用常用机器学习算法。


简历发送：EX-ZHANGLIMEI001@pingan.com.cn
",http://www.yingjiesheng.com/job-002-434-576.html,180.0,1,兼职实习,2016-12-07,0.027230024337768555,北京 ,[北京]平安科技招聘数据挖掘工程师（实习生）,www.yingjiesheng.com
